precision,recall,f1,eps,B,d_max,l_start
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,1,2,4
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,1,1,4
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,1,4,5
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,1,3,5
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,1,5,4
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,1,1,5
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,1,2,5
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,1,3,3
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,1,5,3
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,1,2,3
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,1,1,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,1,3,4
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,1,4,4
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,1,1,3
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,1,4,2
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,1,3,2
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,1,4,3
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,1,5,2
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,1,2,2
0.1434053806430118,0.3798850574712644,0.17976319629210094,0.01,1,2,1
0.14430723163708645,0.36666666666666664,0.17715273731765485,0.01,1,4,1
0.14430723163708645,0.36666666666666664,0.17715273731765485,0.01,1,3,1
0.1415172597114521,0.3522988505747126,0.17343818170279943,0.01,1,5,1
0.1434053806430118,0.3798850574712644,0.17976319629210094,0.01,1,1,1
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,1,5,5
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,1,6,5
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,1,6,4
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,1,7,5
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,1,8,5
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,1,8,3
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,1,7,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,1,8,4
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,1,6,2
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,1,8,2
0.1557471264367816,0.15086206896551724,0.09003831417624521,0.01,1,9,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,1,7,4
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,1,6,3
0.1415172597114521,0.3522988505747126,0.17343818170279943,0.01,1,6,1
0.5057471264367815,0.10775862068965517,0.09113300492610837,0.01,1,9,3
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,1,9,4
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,1,7,3
0.5057471264367815,0.10775862068965517,0.09113300492610837,0.01,1,10,3
0.13343144450889727,0.32499999999999996,0.16144329350476275,0.01,1,9,1
0.1422387390286664,0.3522988505747126,0.1744070711439968,0.01,1,7,1
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,1,9,5
0.1557471264367816,0.15086206896551724,0.09003831417624521,0.01,1,10,2
0.1422387390286664,0.3522988505747126,0.1744070711439968,0.01,1,8,1
0.13343144450889727,0.32499999999999996,0.16144329350476275,0.01,1,10,1
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,1,10,5
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,1,10,4
0.1557471264367816,0.15086206896551724,0.09003831417624521,0.01,1,11,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,1,11,4
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,2,1,4
0.13471777087128853,0.32499999999999996,0.16285682250449865,0.01,1,11,1
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,2,2,3
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,2,1,5
0.5057471264367815,0.10775862068965517,0.09113300492610837,0.01,1,11,3
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,1,11,5
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,2,2,4
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,2,1,3
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,2,3,2
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,2,2,5
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,2,1,2
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,2,2,2
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,2,3,3
0.1434053806430118,0.3798850574712644,0.17976319629210094,0.01,2,1,1
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,2,3,5
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,2,3,4
0.14430723163708645,0.36666666666666664,0.17715273731765485,0.01,2,3,1
0.1434053806430118,0.3798850574712644,0.17976319629210094,0.01,2,2,1
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,2,4,2
0.14430723163708645,0.36666666666666664,0.17715273731765485,0.01,2,4,1
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,2,4,3
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,2,4,4
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,2,4,5
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,2,5,4
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,2,5,3
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,2,5,2
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,2,6,5
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,2,6,4
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,2,5,5
0.1415172597114521,0.3522988505747126,0.17343818170279943,0.01,2,5,1
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,2,6,3
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,2,7,3
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,2,7,4
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,2,7,5
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,2,6,2
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,2,8,3
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,2,8,4
0.1415172597114521,0.3522988505747126,0.17343818170279943,0.01,2,6,1
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,2,7,2
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,2,8,2
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,2,8,5
0.1422387390286664,0.3522988505747126,0.1744070711439968,0.01,2,8,1
0.1422387390286664,0.3522988505747126,0.1744070711439968,0.01,2,7,1
0.13343144450889727,0.32499999999999996,0.16144329350476275,0.01,2,9,1
0.5057471264367815,0.10775862068965517,0.09113300492610837,0.01,2,9,3
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,2,9,4
0.1557471264367816,0.15086206896551724,0.09003831417624521,0.01,2,9,2
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,2,9,5
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,2,10,4
0.1557471264367816,0.15086206896551724,0.09003831417624521,0.01,2,10,2
0.13343144450889727,0.32499999999999996,0.16144329350476275,0.01,2,10,1
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,2,10,5
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,2,11,4
0.5057471264367815,0.10775862068965517,0.09113300492610837,0.01,2,10,3
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,3,1,4
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,3,1,2
0.5057471264367815,0.10775862068965517,0.09113300492610837,0.01,2,11,3
0.1557471264367816,0.15086206896551724,0.09003831417624521,0.01,2,11,2
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,2,11,5
0.13471777087128853,0.32499999999999996,0.16285682250449865,0.01,2,11,1
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,3,1,3
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,3,2,3
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,3,1,5
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,3,2,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,3,2,4
0.1434053806430118,0.3798850574712644,0.17976319629210094,0.01,3,1,1
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,3,2,5
0.1434053806430118,0.3798850574712644,0.17976319629210094,0.01,3,2,1
0.14430723163708645,0.36666666666666664,0.17715273731765485,0.01,3,3,1
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,3,3,3
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,3,3,5
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,3,4,3
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,3,4,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,3,4,4
0.14430723163708645,0.36666666666666664,0.17715273731765485,0.01,3,4,1
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,3,3,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,3,3,4
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,3,5,2
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,3,5,3
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,3,4,5
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,3,5,4
0.1415172597114521,0.3522988505747126,0.17343818170279943,0.01,3,5,1
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,3,5,5
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,3,6,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,3,6,4
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,3,6,3
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,3,6,5
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,3,7,4
0.1415172597114521,0.3522988505747126,0.17343818170279943,0.01,3,6,1
0.1422387390286664,0.3522988505747126,0.1744070711439968,0.01,3,7,1
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,3,7,2
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,3,7,3
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,3,7,5
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,3,8,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,3,8,4
0.1422387390286664,0.3522988505747126,0.1744070711439968,0.01,3,8,1
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,3,8,5
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,3,8,3
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,3,9,5
0.5057471264367815,0.10775862068965517,0.09113300492610837,0.01,3,9,3
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,3,9,4
0.1557471264367816,0.15086206896551724,0.09003831417624521,0.01,3,9,2
0.5057471264367815,0.10775862068965517,0.09113300492610837,0.01,3,10,3
0.13343144450889727,0.32499999999999996,0.16144329350476275,0.01,3,9,1
0.1557471264367816,0.15086206896551724,0.09003831417624521,0.01,3,10,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,3,10,4
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,3,10,5
0.13343144450889727,0.32499999999999996,0.16144329350476275,0.01,3,10,1
0.1557471264367816,0.15086206896551724,0.09003831417624521,0.01,3,11,2
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,3,11,5
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,3,11,4
0.5057471264367815,0.10775862068965517,0.09113300492610837,0.01,3,11,3
0.13471777087128853,0.32499999999999996,0.16285682250449865,0.01,3,11,1
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,4,1,2
0.1434053806430118,0.3798850574712644,0.17976319629210094,0.01,4,1,1
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,4,1,4
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,4,1,3
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,4,1,5
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,4,2,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,4,2,4
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,4,3,4
0.1434053806430118,0.3798850574712644,0.17976319629210094,0.01,4,2,1
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,4,3,3
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,4,2,3
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,4,3,2
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,4,2,5
0.14430723163708645,0.36666666666666664,0.17715273731765485,0.01,4,3,1
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,4,3,5
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,4,4,3
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,4,4,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,4,4,4
0.14430723163708645,0.36666666666666664,0.17715273731765485,0.01,4,4,1
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,4,4,5
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,4,5,3
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,4,5,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,4,5,4
0.1415172597114521,0.3522988505747126,0.17343818170279943,0.01,4,5,1
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,4,5,5
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,4,6,2
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,4,6,3
0.1415172597114521,0.3522988505747126,0.17343818170279943,0.01,4,6,1
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,4,6,4
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,4,6,5
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,4,7,3
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,4,7,5
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,4,7,4
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,4,7,2
0.1422387390286664,0.3522988505747126,0.1744070711439968,0.01,4,7,1
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,4,8,3
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,4,8,4
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,4,8,5
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,4,8,2
0.1422387390286664,0.3522988505747126,0.1744070711439968,0.01,4,8,1
0.1557471264367816,0.15086206896551724,0.09003831417624521,0.01,4,9,2
0.5057471264367815,0.10775862068965517,0.09113300492610837,0.01,4,9,3
0.13343144450889727,0.32499999999999996,0.16144329350476275,0.01,4,9,1
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,4,9,4
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,4,9,5
0.5057471264367815,0.10775862068965517,0.09113300492610837,0.01,4,10,3
0.1557471264367816,0.15086206896551724,0.09003831417624521,0.01,4,10,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,4,10,4
0.13343144450889727,0.32499999999999996,0.16144329350476275,0.01,4,10,1
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,4,10,5
0.5057471264367815,0.10775862068965517,0.09113300492610837,0.01,4,11,3
0.1557471264367816,0.15086206896551724,0.09003831417624521,0.01,4,11,2
0.13471777087128853,0.32499999999999996,0.16285682250449865,0.01,4,11,1
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,4,11,4
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,4,11,5
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,5,1,5
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,5,1,4
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,5,1,3
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,5,1,2
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,5,2,2
0.2088803349806072,0.34281609195402296,0.20949852575158345,0.01,5,1,1
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,5,2,3
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,5,2,5
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,5,2,4
0.2088803349806072,0.34281609195402296,0.20949852575158345,0.01,5,2,1
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,5,3,3
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,5,3,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,5,3,4
0.21375859492452312,0.3385057471264368,0.21011730254017005,0.01,5,3,1
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,5,3,5
0.11063218390804598,0.14942528735632182,0.09458128078817735,0.01,5,4,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,5,4,4
0.21375859492452312,0.3385057471264368,0.21011730254017005,0.01,5,4,1
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,5,4,5
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,5,4,3
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,5,5,3
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,5,5,2
0.21130994456298713,0.32643678160919537,0.2059369365827979,0.01,5,5,1
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,5,5,4
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,5,5,5
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,5,6,2
0.8275862068965517,0.10344827586206896,0.10344827586206896,0.01,5,6,5
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,5,6,3
0.10114942528735633,0.13793103448275862,0.08486590038314176,0.01,5,7,2
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,5,6,4
0.21130994456298713,0.32643678160919537,0.2059369365827979,0.01,5,6,1
0.5402298850574713,0.10775862068965517,0.09113300492610837,0.01,5,7,3
0.7758620689655172,0.10344827586206896,0.10344827586206896,0.01,5,7,4
